Bezeichnung,Kanton,Jahr,Wert,Bemerkungen,Vergleichbar_Vorjahre,Vergleichbar_AndereKantone
Art. 312.1 Antrag der Eltern,JU,2018,3,NA,TRUE,TRUE
Art. 312.1 Antrag der Eltern,LU,2018,4,NA,TRUE,TRUE
Art. 312.1 Antrag der Eltern,NE,2018,2,NA,TRUE,TRUE
Art. 312.1 Antrag der Eltern,NW,2018,0,NA,TRUE,TRUE
Art. 312.1 Antrag der Eltern,OW,2018,0,NA,TRUE,TRUE
Art. 312.1 Antrag der Eltern,SG,2018,1,NA,TRUE,TRUE
Art. 312.1 Antrag der Eltern,SH,2018,0,NA,TRUE,TRUE
Art. 312.1 Antrag der Eltern,SO,2018,1,NA,TRUE,TRUE
Art. 312.1 Antrag der Eltern,SZ,2018,0,NA,TRUE,TRUE
Art. 312.1 Antrag der Eltern,TG,2018,0,NA,TRUE,TRUE
Art. 312.1 Antrag der Eltern,TI,2018,0,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 312.1 Antrag der Eltern,UR,2018,0,NA,TRUE,TRUE
Art. 312.1 Antrag der Eltern,VD,2018,30,NA,TRUE,TRUE
Art. 312.1 Antrag der Eltern,VS,2018,2,NA,TRUE,TRUE
Art. 312.1 Antrag der Eltern,ZG,2018,0,NA,TRUE,TRUE
Art. 312.1 Antrag der Eltern,ZH,2018,6,NA,TRUE,TRUE
Art. 312.2 Einwilligung in Adoption,AG,2018,0,NA,TRUE,TRUE
Art. 312.2 Einwilligung in Adoption,AI,2018,0,NA,TRUE,TRUE
Art. 312.2 Einwilligung in Adoption,AR,2018,1,NA,TRUE,TRUE
Art. 312.2 Einwilligung in Adoption,BE,2018,2,NA,TRUE,TRUE
Art. 312.2 Einwilligung in Adoption,BL,2018,0,NA,TRUE,TRUE
Art. 312.2 Einwilligung in Adoption,BS,2018,0,NA,TRUE,TRUE
Art. 312.2 Einwilligung in Adoption,FR,2018,0,NA,TRUE,TRUE
Art. 312.2 Einwilligung in Adoption,GE,2018,1,NA,TRUE,TRUE
Art. 312.2 Einwilligung in Adoption,GL,2018,1,NA,TRUE,TRUE
Art. 312.2 Einwilligung in Adoption,GR,2018,0,NA,TRUE,TRUE
Art. 312.2 Einwilligung in Adoption,JU,2018,0,NA,TRUE,TRUE
Art. 312.2 Einwilligung in Adoption,LU,2018,1,NA,TRUE,TRUE
Art. 312.2 Einwilligung in Adoption,NE,2018,0,NA,TRUE,TRUE
Art. 312.2 Einwilligung in Adoption,NW,2018,0,NA,TRUE,TRUE
Art. 312.2 Einwilligung in Adoption,OW,2018,0,NA,TRUE,TRUE
Art. 312.2 Einwilligung in Adoption,SG,2018,2,NA,TRUE,TRUE
Art. 312.2 Einwilligung in Adoption,SH,2018,0,NA,TRUE,TRUE
Art. 312.2 Einwilligung in Adoption,SO,2018,0,NA,TRUE,TRUE
Art. 312.2 Einwilligung in Adoption,SZ,2018,0,NA,TRUE,TRUE
Art. 312.2 Einwilligung in Adoption,TG,2018,1,NA,TRUE,TRUE
Art. 312.2 Einwilligung in Adoption,TI,2018,1,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 312.2 Einwilligung in Adoption,UR,2018,0,NA,TRUE,TRUE
Art. 312.2 Einwilligung in Adoption,VD,2018,2,NA,TRUE,TRUE
Art. 312.2 Einwilligung in Adoption,VS,2018,0,NA,TRUE,TRUE
Art. 312.2 Einwilligung in Adoption,ZG,2018,0,NA,TRUE,TRUE
Art. 312.2 Einwilligung in Adoption,ZH,2018,3,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),AG,2018,94,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),AI,2018,0,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),AR,2018,3,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),BE,2018,151,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),BL,2018,80,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),BS,2018,24,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),FR,2018,33,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),GE,2018,107,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),GL,2018,5,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),GR,2018,16,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),JU,2018,7,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),LU,2018,132,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),NE,2018,49,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),NW,2018,15,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),OW,2018,10,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),SG,2018,51,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),SH,2018,16,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),SO,2018,77,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),SZ,2018,38,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),TG,2018,50,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),TI,2018,160,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),UR,2018,3,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),VD,2018,117,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),VS,2018,111,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),ZG,2018,23,NA,TRUE,TRUE
Kindesvermögen (Art. 318 ff. ZGB),ZH,2018,237,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,AG,2018,18,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,AI,2018,0,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,AR,2018,2,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,BE,2018,19,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,BL,2018,11,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,BS,2018,2,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,FR,2018,8,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,GE,2018,0,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,GL,2018,0,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,GR,2018,8,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,JU,2018,0,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,LU,2018,22,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,NE,2018,8,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,NW,2018,7,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,OW,2018,0,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,SG,2018,5,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,SH,2018,1,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,SO,2018,0,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,SZ,2018,26,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,TG,2018,10,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,TI,2018,118,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 318.3 Inventar oder period.Rechnung/Bericht,UR,2018,0,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,VD,2018,97,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,VS,2018,14,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,ZG,2018,3,NA,TRUE,TRUE
Art. 318.3 Inventar oder period.Rechnung/Bericht,ZH,2018,134,NA,TRUE,TRUE
Art. 324 Weisung,AG,2018,7,NA,TRUE,TRUE
Art. 324 Weisung,AI,2018,0,NA,TRUE,TRUE
Art. 324 Weisung,AR,2018,0,NA,TRUE,TRUE
Art. 324 Weisung,BE,2018,8,NA,TRUE,TRUE
Art. 324 Weisung,BL,2018,9,NA,TRUE,TRUE
Art. 324 Weisung,BS,2018,2,NA,TRUE,TRUE
Art. 324 Weisung,FR,2018,0,NA,TRUE,TRUE
Art. 324 Weisung,GE,2018,0,NA,TRUE,TRUE
Art. 324 Weisung,GL,2018,1,NA,TRUE,TRUE
Art. 324 Weisung,GR,2018,0,NA,TRUE,TRUE
Art. 324 Weisung,JU,2018,0,NA,TRUE,TRUE
Art. 324 Weisung,LU,2018,5,NA,TRUE,TRUE
Art. 324 Weisung,NE,2018,0,NA,TRUE,TRUE
Art. 324 Weisung,NW,2018,0,NA,TRUE,TRUE
Art. 324 Weisung,OW,2018,0,NA,TRUE,TRUE
Art. 324 Weisung,SG,2018,6,NA,TRUE,TRUE
Art. 324 Weisung,SH,2018,3,NA,TRUE,TRUE
Art. 324 Weisung,SO,2018,0,NA,TRUE,TRUE
Art. 324 Weisung,SZ,2018,2,NA,TRUE,TRUE
Art. 324 Weisung,TG,2018,3,NA,TRUE,TRUE
Art. 324 Weisung,TI,2018,4,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 324 Weisung,UR,2018,0,NA,TRUE,TRUE
Art. 324 Weisung,VD,2018,5,NA,TRUE,TRUE
Art. 324 Weisung,VS,2018,8,NA,TRUE,TRUE
Art. 324 Weisung,ZG,2018,0,NA,TRUE,TRUE
Art. 324 Weisung,ZH,2018,33,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,AG,2018,88,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,AI,2018,0,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,AR,2018,1,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,BE,2018,130,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,BL,2018,67,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,BS,2018,22,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,FR,2018,25,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,GE,2018,107,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,GL,2018,4,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,GR,2018,9,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,JU,2018,7,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,LU,2018,112,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,NE,2018,41,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,NW,2018,8,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,OW,2018,10,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,SG,2018,41,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,SH,2018,13,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,SO,2018,77,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,SZ,2018,10,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,TG,2018,40,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,TI,2018,38,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 325 Entziehung Verwaltung/Beistandschaft,UR,2018,3,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,VD,2018,15,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,VS,2018,89,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,ZG,2018,20,NA,TRUE,TRUE
Art. 325 Entziehung Verwaltung/Beistandschaft,ZH,2018,72,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),AG,2018,104,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),AI,2018,2,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),AR,2018,10,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),BE,2018,124,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),BL,2018,26,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),BS,2018,14,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),FR,2018,73,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),GE,2018,149,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),GL,2018,6,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),GR,2018,28,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),JU,2018,19,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),LU,2018,45,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),NE,2018,78,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),NW,2018,11,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),OW,2018,5,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),SG,2018,69,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),SH,2018,12,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),SO,2018,51,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),SZ,2018,16,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),TG,2018,37,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),TI,2018,131,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),UR,2018,2,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),VD,2018,288,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),VS,2018,147,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),ZG,2018,11,NA,TRUE,TRUE
Vormundschaft (Art. 327a ZGB),ZH,2018,157,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),AG,2018,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),AI,2018,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),AR,2018,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),BE,2018,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),BL,2018,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),BS,2018,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),FR,2018,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),GE,2018,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),GL,2018,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),GR,2018,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),JU,2018,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),LU,2018,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),NE,2018,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),NW,2018,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),OW,2018,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),SG,2018,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),SH,2018,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),SO,2018,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),SZ,2018,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),TG,2018,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),TI,2018,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),UR,2018,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),VD,2018,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),VS,2018,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),ZG,2018,0,NA,TRUE,TRUE
Beistandschaft für ungeborenes Kind (Art. 544.1bis ZGB),ZH,2018,0,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),AG,2018,0,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),AI,2018,0,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),AR,2018,0,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),BE,2018,6,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),BL,2018,2,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),BS,2018,1,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),FR,2018,7,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),GE,2018,9,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),GL,2018,0,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),GR,2018,1,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),JU,2018,3,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),LU,2018,1,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),NE,2018,2,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),NW,2018,0,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),OW,2018,0,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),SG,2018,2,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),SH,2018,0,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),SO,2018,1,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),SZ,2018,1,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),TG,2018,0,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),TI,2018,22,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),UR,2018,0,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),VD,2018,8,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),VS,2018,5,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),ZG,2018,2,NA,TRUE,TRUE
internationale Adoption (BG HAÜ),ZH,2018,12,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,AG,2018,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,AI,2018,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,AR,2018,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,BE,2018,3,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,BL,2018,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,BS,2018,1,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,FR,2018,2,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,GE,2018,1,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,GL,2018,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,GR,2018,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,JU,2018,3,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,LU,2018,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,NE,2018,2,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,NW,2018,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,OW,2018,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,SG,2018,2,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,SH,2018,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,SO,2018,1,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,SZ,2018,1,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,TG,2018,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,TI,2018,9,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 17 BG HAÜ Beistandschaft,UR,2018,0,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,VD,2018,3,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,VS,2018,1,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,ZG,2018,1,NA,TRUE,TRUE
Art. 17 BG HAÜ Beistandschaft,ZH,2018,2,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,AG,2018,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,AI,2018,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,AR,2018,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,BE,2018,3,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,BL,2018,2,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,BS,2018,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,FR,2018,5,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,GE,2018,8,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,GL,2018,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,GR,2018,1,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,JU,2018,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,LU,2018,1,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,NE,2018,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,NW,2018,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,OW,2018,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,SG,2018,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,SH,2018,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,SO,2018,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,SZ,2018,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,TG,2018,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,TI,2018,13,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 18 BG HAÜ Vormundschaft,UR,2018,0,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,VD,2018,5,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,VS,2018,4,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,ZG,2018,1,NA,TRUE,TRUE
Art. 18 BG HAÜ Vormundschaft,ZH,2018,10,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),AG,2018,17,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),AI,2018,0,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),AR,2018,4,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),BE,2018,29,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),BL,2018,23,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),BS,2018,29,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),FR,2018,22,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),GE,2018,84,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),GL,2018,3,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),GR,2018,21,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),JU,2018,0,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),LU,2018,13,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),NE,2018,15,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),NW,2018,1,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),OW,2018,0,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),SG,2018,21,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),SH,2018,2,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),SO,2018,16,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),SZ,2018,11,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),TG,2018,8,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),TI,2018,3,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),UR,2018,2,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),VD,2018,46,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),VS,2018,22,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),ZG,2018,26,NA,TRUE,TRUE
Verfahrensvertretung (Art. 314abis ZGB),ZH,2018,286,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,AG,2018,3425,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,AI,2018,55,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,AR,2018,308,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,BE,2018,5791,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,BL,2018,1251,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,BS,2018,821,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,FR,2018,2006,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,GE,2018,3040,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,GL,2018,212,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,GR,2018,628,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,JU,2018,562,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,LU,2018,1943,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,NE,2018,1313,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,NW,2018,115,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,OW,2018,121,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,SG,2018,2698,NA,TRUE,TRUE
Total Anzahl Kinder mit Schutzmassnahmen per 31.12.,SH,2018,350,NA,TRUE,TRUE
