Bezeichnung,Kanton,Jahr,Wert,Bemerkungen,Vergleichbar_Vorjahre,Vergleichbar_AndereKantone
Art. 306.2 Eigenes Handeln KESB,SZ,2021,0,NA,TRUE,TRUE
Art. 306.2 Eigenes Handeln KESB,TG,2021,12,NA,TRUE,TRUE
Art. 306.2 Eigenes Handeln KESB,TI,2021,3,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 306.2 Eigenes Handeln KESB,UR,2021,0,NA,TRUE,TRUE
Art. 306.2 Eigenes Handeln KESB,VD,2021,0,NA,TRUE,TRUE
Art. 306.2 Eigenes Handeln KESB,VS,2021,6,NA,TRUE,TRUE
Art. 306.2 Eigenes Handeln KESB,ZG,2021,0,NA,TRUE,TRUE
Art. 306.2 Eigenes Handeln KESB,ZH,2021,22,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,AG,2021,1015,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,AI,2021,22,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,AR,2021,42,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,BE,2021,1054,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,BL,2021,326,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,BS,2021,141,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,FR,2021,302,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,GE,2021,202,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,GL,2021,24,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,GR,2021,89,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,JU,2021,65,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,LU,2021,176,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,NE,2021,65,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,NW,2021,8,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,OW,2021,28,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,SG,2021,443,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,SH,2021,29,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,SO,2021,297,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,SZ,2021,176,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,TG,2021,192,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,TI,2021,342,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,UR,2021,24,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,VD,2021,503,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,VS,2021,330,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,ZG,2021,40,NA,TRUE,TRUE
Massnahmen nach Art. 307 ZGB,ZH,2021,936,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,AG,2021,801,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,AI,2021,20,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,AR,2021,42,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,BE,2021,924,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,BL,2021,319,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,BS,2021,124,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,FR,2021,87,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,GE,2021,0,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,GL,2021,24,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,GR,2021,77,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,JU,2021,32,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,LU,2021,143,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,NE,2021,0,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,NW,2021,8,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,OW,2021,26,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,SG,2021,427,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,SH,2021,27,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,SO,2021,257,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,SZ,2021,84,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,TG,2021,171,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,TI,2021,48,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 307.3 Weisung/Ermahnung,UR,2021,24,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,VD,2021,503,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,VS,2021,86,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,ZG,2021,25,NA,TRUE,TRUE
Art. 307.3 Weisung/Ermahnung,ZH,2021,551,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,AG,2021,446,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,AI,2021,5,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,AR,2021,4,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,BE,2021,172,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,BL,2021,141,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,BS,2021,18,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,FR,2021,127,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,GE,2021,202,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,GL,2021,0,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,GR,2021,10,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,JU,2021,33,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,LU,2021,39,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,NE,2021,63,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,NW,2021,0,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,OW,2021,2,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,SG,2021,19,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,SH,2021,1,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,SO,2021,48,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,SZ,2021,6,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,TG,2021,13,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,TI,2021,168,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 307.3 Person/Stelle mit Einblick,UR,2021,2,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,VD,2021,0,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,VS,2021,234,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,ZG,2021,3,NA,TRUE,TRUE
Art. 307.3 Person/Stelle mit Einblick,ZH,2021,94,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,AG,2021,0,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,AI,2021,2,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,AR,2021,0,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,BE,2021,17,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,BL,2021,0,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,BS,2021,0,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,FR,2021,109,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,GE,2021,0,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,GL,2021,0,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,GR,2021,22,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,JU,2021,6,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,LU,2021,20,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,NE,2021,2,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,NW,2021,0,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,OW,2021,4,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,SG,2021,1,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,SH,2021,1,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,SO,2021,0,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,SZ,2021,135,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,TG,2021,17,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,TI,2021,126,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 307.1 geeignete Massnahme,UR,2021,0,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,VD,2021,0,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,VS,2021,26,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,ZG,2021,21,NA,TRUE,TRUE
Art. 307.1 geeignete Massnahme,ZH,2021,389,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),AG,2021,3276,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),AI,2021,51,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),AR,2021,290,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),BE,2021,5827,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),BL,2021,1081,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),BS,2021,734,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),FR,2021,1847,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),GE,2021,2524,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),GL,2021,165,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),GR,2021,509,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),JU,2021,495,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),LU,2021,1741,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),NE,2021,1280,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),NW,2021,108,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),OW,2021,127,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),SG,2021,2559,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),SH,2021,339,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),SO,2021,1447,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),SZ,2021,487,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),TG,2021,1171,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),TI,2021,726,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),UR,2021,55,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),VD,2021,948,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),VS,2021,1147,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),ZG,2021,273,NA,TRUE,TRUE
Beistandschaften (Art. 308 ZGB),ZH,2021,7180,NA,TRUE,TRUE
Art. 308.1 Beratung,AG,2021,2848,NA,TRUE,TRUE
Art. 308.1 Beratung,AI,2021,43,NA,TRUE,TRUE
Art. 308.1 Beratung,AR,2021,220,NA,TRUE,TRUE
Art. 308.1 Beratung,BE,2021,4743,NA,TRUE,TRUE
Art. 308.1 Beratung,BL,2021,933,NA,TRUE,TRUE
Art. 308.1 Beratung,BS,2021,437,NA,TRUE,TRUE
Art. 308.1 Beratung,FR,2021,1312,NA,TRUE,TRUE
Art. 308.1 Beratung,GE,2021,1306,NA,TRUE,TRUE
Art. 308.1 Beratung,GL,2021,155,NA,TRUE,TRUE
Art. 308.1 Beratung,GR,2021,371,NA,TRUE,TRUE
Art. 308.1 Beratung,JU,2021,355,NA,TRUE,TRUE
Art. 308.1 Beratung,LU,2021,1444,NA,TRUE,TRUE
Art. 308.1 Beratung,NE,2021,828,NA,TRUE,TRUE
Art. 308.1 Beratung,NW,2021,85,NA,TRUE,TRUE
Art. 308.1 Beratung,OW,2021,103,NA,TRUE,TRUE
Art. 308.1 Beratung,SG,2021,2055,NA,TRUE,TRUE
Art. 308.1 Beratung,SH,2021,263,NA,TRUE,TRUE
Art. 308.1 Beratung,SO,2021,1194,NA,TRUE,TRUE
Art. 308.1 Beratung,SZ,2021,419,NA,TRUE,TRUE
Art. 308.1 Beratung,TG,2021,1013,NA,TRUE,TRUE
Art. 308.1 Beratung,TI,2021,341,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 308.1 Beratung,UR,2021,53,NA,TRUE,TRUE
Art. 308.1 Beratung,VD,2021,713,NA,TRUE,TRUE
Art. 308.1 Beratung,VS,2021,810,NA,TRUE,TRUE
Art. 308.1 Beratung,ZG,2021,228,NA,TRUE,TRUE
Art. 308.1 Beratung,ZH,2021,5588,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,AI,2021,0,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,AR,2021,9,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,BE,2021,399,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,BL,2021,32,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,BS,2021,188,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,FR,2021,90,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,GE,2021,96,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,GL,2021,4,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,GR,2021,6,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,JU,2021,4,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,LU,2021,54,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,NW,2021,8,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,OW,2021,5,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,SG,2021,113,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,SH,2021,18,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,SO,2021,0,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,SZ,2021,28,NA,TRUE,FALSE
Art. 308.2 Feststellung Vaterschaft,TG,2021,18,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,TI,2021,29,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 308.2 Feststellung Vaterschaft,UR,2021,0,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,VD,2021,2,NA,TRUE,FALSE
Art. 308.2 Feststellung Vaterschaft,VS,2021,45,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,ZG,2021,10,NA,TRUE,TRUE
Art. 308.2 Feststellung Vaterschaft,ZH,2021,370,NA,TRUE,TRUE
Art. 308.2 Unterhalt,AI,2021,4,NA,TRUE,TRUE
Art. 308.2 Unterhalt,AR,2021,20,NA,TRUE,TRUE
Art. 308.2 Unterhalt,BE,2021,443,NA,TRUE,TRUE
Art. 308.2 Unterhalt,BL,2021,29,NA,TRUE,TRUE
Art. 308.2 Unterhalt,BS,2021,38,NA,TRUE,TRUE
Art. 308.2 Unterhalt,FR,2021,56,NA,TRUE,TRUE
Art. 308.2 Unterhalt,GE,2021,501,NA,TRUE,TRUE
Art. 308.2 Unterhalt,GL,2021,9,NA,TRUE,TRUE
Art. 308.2 Unterhalt,GR,2021,10,NA,TRUE,TRUE
Art. 308.2 Unterhalt,JU,2021,16,NA,TRUE,TRUE
Art. 308.2 Unterhalt,LU,2021,163,NA,TRUE,TRUE
Art. 308.2 Unterhalt,NW,2021,2,NA,TRUE,TRUE
Art. 308.2 Unterhalt,OW,2021,12,NA,TRUE,TRUE
Art. 308.2 Unterhalt,SG,2021,134,NA,TRUE,TRUE
Art. 308.2 Unterhalt,SH,2021,15,NA,TRUE,TRUE
Art. 308.2 Unterhalt,SO,2021,67,NA,TRUE,TRUE
Art. 308.2 Unterhalt,SZ,2021,46,NA,TRUE,TRUE
Art. 308.2 Unterhalt,TG,2021,56,NA,TRUE,TRUE
Art. 308.2 Unterhalt,TI,2021,27,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 308.2 Unterhalt,UR,2021,1,NA,TRUE,TRUE
Art. 308.2 Unterhalt,VD,2021,235,NA,TRUE,TRUE
Art. 308.2 Unterhalt,VS,2021,115,NA,TRUE,TRUE
Art. 308.2 Unterhalt,ZG,2021,16,NA,TRUE,TRUE
Art. 308.2 Unterhalt,ZH,2021,673,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,AI,2021,28,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,AR,2021,207,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,BE,2021,3515,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,BL,2021,464,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,BS,2021,222,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,FR,2021,1087,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,GE,2021,1780,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,GL,2021,151,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,GR,2021,337,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,JU,2021,336,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,LU,2021,938,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,NW,2021,60,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,OW,2021,81,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,SG,2021,1604,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,SH,2021,169,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,SO,2021,583,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,SZ,2021,272,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,TG,2021,658,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,TI,2021,301,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 308.2 persönlicher Verkehr,UR,2021,21,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,VD,2021,356,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,VS,2021,620,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,ZG,2021,209,NA,TRUE,TRUE
Art. 308.2 persönlicher Verkehr,ZH,2021,3488,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,AI,2021,0,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,AR,2021,63,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,BE,2021,690,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,BL,2021,41,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,BS,2021,295,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,FR,2021,36,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,GE,2021,305,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,GL,2021,68,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,GR,2021,152,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,JU,2021,9,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,LU,2021,388,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,NW,2021,11,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,OW,2021,6,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,SG,2021,487,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,SH,2021,19,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,SO,2021,80,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,SZ,2021,124,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,TG,2021,282,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,TI,2021,0,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 308.2 medizinische Behandlung,UR,2021,19,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,VD,2021,0,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,VS,2021,4,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,ZG,2021,121,NA,TRUE,TRUE
Art. 308.2 medizinische Behandlung,ZH,2021,1698,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",AI,2021,4,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",AR,2021,76,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",BE,2021,1242,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",BL,2021,105,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",BS,2021,9,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",FR,2021,21,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",GE,2021,2,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",GL,2021,99,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",GR,2021,162,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",JU,2021,3,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",LU,2021,838,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",NW,2021,15,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",OW,2021,41,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",SG,2021,676,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",SH,2021,73,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",SO,2021,213,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",SZ,2021,210,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",TG,2021,387,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",TI,2021,2,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
"Art. 308.2 Schule, Berufslehre, etc.",UR,2021,22,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",VD,2021,123,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",VS,2021,8,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",ZG,2021,132,NA,TRUE,TRUE
"Art. 308.2 Schule, Berufslehre, etc.",ZH,2021,1720,NA,TRUE,TRUE
Art. 308.2 Anderes,AG,2021,2947,"AG: Eigene Erhebung, 308.2/308.3 ohne Details.",TRUE,FALSE
Art. 308.2 Anderes,AI,2021,12,NA,TRUE,TRUE
Art. 308.2 Anderes,AR,2021,98,NA,TRUE,TRUE
Art. 308.2 Anderes,BE,2021,1488,NA,TRUE,TRUE
Art. 308.2 Anderes,BL,2021,447,NA,TRUE,TRUE
Art. 308.2 Anderes,BS,2021,13,NA,TRUE,TRUE
Art. 308.2 Anderes,FR,2021,72,NA,TRUE,TRUE
Art. 308.2 Anderes,GE,2021,512,NA,TRUE,TRUE
Art. 308.2 Anderes,GL,2021,16,NA,TRUE,TRUE
Art. 308.2 Anderes,GR,2021,217,NA,TRUE,TRUE
Art. 308.2 Anderes,JU,2021,9,NA,TRUE,TRUE
Art. 308.2 Anderes,LU,2021,1032,NA,TRUE,TRUE
Art. 308.2 Anderes,NE,2021,867,NE: 308.2/308.3 ohne Details.,TRUE,FALSE
Art. 308.2 Anderes,NW,2021,39,NA,TRUE,TRUE
Art. 308.2 Anderes,OW,2021,51,NA,TRUE,TRUE
Art. 308.2 Anderes,SG,2021,736,NA,TRUE,TRUE
Art. 308.2 Anderes,SH,2021,153,NA,TRUE,TRUE
Art. 308.2 Anderes,SO,2021,812,NA,TRUE,TRUE
Art. 308.2 Anderes,SZ,2021,407,NA,TRUE,FALSE
Art. 308.2 Anderes,TG,2021,559,NA,TRUE,TRUE
Art. 308.2 Anderes,TI,2021,22,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 308.2 Anderes,UR,2021,29,NA,TRUE,TRUE
Art. 308.2 Anderes,VD,2021,10,NA,TRUE,FALSE
Art. 308.2 Anderes,VS,2021,34,NA,TRUE,TRUE
Art. 308.2 Anderes,ZG,2021,111,NA,TRUE,TRUE
Art. 308.2 Anderes,ZH,2021,3523,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,AI,2021,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,AR,2021,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,BE,2021,4,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,BL,2021,1,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,BS,2021,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,FR,2021,5,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,GE,2021,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,GL,2021,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,GR,2021,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,JU,2021,1,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,LU,2021,1,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,NW,2021,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,OW,2021,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,SG,2021,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,SH,2021,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,SO,2021,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,SZ,2021,1,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,TG,2021,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,TI,2021,0,"TI: Eigene Erhebung, ohne Mehrfachnennungen",TRUE,FALSE
Art. 308.3 Feststellung Vaterschaft,UR,2021,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,VD,2021,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,VS,2021,1,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,ZG,2021,0,NA,TRUE,TRUE
Art. 308.3 Feststellung Vaterschaft,ZH,2021,4,NA,TRUE,TRUE
Art. 308.3 Unterhalt,AI,2021,0,NA,TRUE,TRUE
Art. 308.3 Unterhalt,AR,2021,2,NA,TRUE,TRUE
Art. 308.3 Unterhalt,BE,2021,4,NA,TRUE,TRUE
Art. 308.3 Unterhalt,BL,2021,1,NA,TRUE,TRUE
Art. 308.3 Unterhalt,BS,2021,0,NA,TRUE,TRUE
Art. 308.3 Unterhalt,FR,2021,1,NA,TRUE,TRUE
Art. 308.3 Unterhalt,GE,2021,8,NA,TRUE,TRUE
